PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,GroupSize,InGroup,Deck,Side,CabinPosition,TotalSpent,RoomService_used,RoomService_big_spender,FoodCourt_used,FoodCourt_big_spender,ShoppingMall_used,ShoppingMall_big_spender,Spa_used,Spa_big_spender,VRDeck_used,VRDeck_big_spender,TotalSpent_big_spender
5440_01,Earth,1,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,1,3,1,G,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5440_02,Earth,0,55 Cancri e,30.0,0,0.0,59.0,18.0,639.0,0.0,0,3,1,F,S,Third,716.0,0,0,1,0,1,0,1,1,0,0,0
5440_03,Earth,0,TRAPPIST-1e,27.0,0,1109.0,0.0,0.0,0.0,0.0,0,3,1,F,S,Third,1109.0,1,1,0,0,0,0,0,0,0,0,0
5441_01,Europa,1,55 Cancri e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,B,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5443_01,Earth,0,55 Cancri e,13.0,0,4.0,99.0,1.0,0.0,595.0,0,1,0,F,P,Third,699.0,1,0,1,0,1,0,0,0,1,1,0
5445_01,Earth,0,TRAPPIST-1e,61.0,0,0.0,53.0,813.0,3.0,0.0,0,1,0,F,P,Third,869.0,0,0,1,0,1,1,1,0,0,0,0
5446_01,Earth,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5447_01,Mars,1,55 Cancri e,17.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,F,P,Third,0.0,0,0,0,0,0,0,0,0,0,0,0
5447_02,Mars,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,F,P,Third,0.0,0,0,0,0,0,0,0,0,0,0,0
5450_01,Earth,1,PSO J318.5-22,16.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5451_01,Earth,0,PSO J318.5-22,21.0,0,0.0,697.0,0.0,0.0,0.0,1,1,0,F,P,Third,697.0,0,0,1,1,0,0,0,0,0,0,0
5452_01,Europa,0,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,C,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5453_01,Earth,0,55 Cancri e,28.0,0,0.0,9.0,0.0,1114.0,5.0,0,1,0,F,S,Third,1128.0,0,0,1,0,0,0,1,1,1,0,0
5454_01,Mars,0,TRAPPIST-1e,39.4,0,848.0,1497.0,2.0,0.0,0.0,0,1,0,E,P,Front,2347.0,1,1,1,1,1,0,0,0,0,0,0
5455_01,Mars,0,55 Cancri e,13.0,0,9920.0,0.0,180.0,130.0,571.0,0,1,0,E,P,Front,10801.0,1,1,0,0,1,1,1,0,1,1,1
5457_01,Earth,0,TRAPPIST-1e,39.0,0,0.0,1.0,0.0,739.0,0.0,0,1,0,F,P,Third,740.0,0,0,1,0,0,0,1,1,0,0,0
5458_01,Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,980.0,7.0,0.0,0,1,0,E,S,Front,987.0,0,0,0,0,1,1,1,0,0,0,0
5459_01,Europa,0,TRAPPIST-1e,38.0,0,0.0,347.0,0.0,1545.0,2187.0,0,1,0,C,S,Front,4079.0,0,0,1,1,0,0,1,1,1,1,1
5462_01,Mars,0,TRAPPIST-1e,20.0,0,489.0,126.0,663.0,214.0,0.0,0,1,0,F,P,Third,1492.0,1,1,1,0,1,1,1,1,0,0,0
5463_01,Earth,0,TRAPPIST-1e,21.0,0,724.0,0.0,0.0,0.0,0.0,1,1,0,F,S,Third,724.0,1,1,0,0,0,0,0,0,0,0,0
5465_01,Mars,0,TRAPPIST-1e,27.0,0,1.0,1.0,2196.0,372.0,0.0,0,3,1,F,P,Third,2570.0,1,0,1,0,1,1,1,1,0,0,0
5465_02,Mars,0,TRAPPIST-1e,49.0,0,226.0,11.0,2.0,1580.0,0.0,0,3,1,F,P,Third,1819.0,1,1,1,0,1,0,1,1,0,0,0
5465_03,Mars,1,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,1,3,1,F,P,Third,0.0,0,0,0,0,0,0,0,0,0,0,0
5466_01,Europa,1,55 Cancri e,41.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1,B,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5466_02,Europa,0,55 Cancri e,33.0,1,0.0,1473.0,1089.0,5700.0,1466.0,0,5,1,B,P,Front,9728.0,0,0,1,1,1,1,1,1,1,1,1
5466_03,Europa,0,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1,B,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5466_04,Europa,0,55 Cancri e,35.0,0,0.0,4618.0,0.0,324.0,12061.0,0,5,1,B,P,Front,17003.0,0,0,1,1,0,0,1,1,1,1,1
5466_05,Europa,0,TRAPPIST-1e,46.0,0,0.0,4524.0,164.6,243.0,7730.0,0,5,1,B,P,Front,12661.6,0,0,1,1,1,1,1,1,1,1,1
5467_01,Earth,0,TRAPPIST-1e,31.0,0,2703.0,21.0,0.0,0.0,1.0,0,1,0,F,S,Third,2725.0,1,1,1,0,0,0,0,0,1,0,0
5468_01,Europa,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,B,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5469_01,Europa,1,55 Cancri e,31.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,A,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5470_01,Earth,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,G,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5471_01,Earth,0,TRAPPIST-1e,57.0,0,685.0,46.6,0.0,0.0,0.0,0,1,0,G,S,Second,731.6,1,1,1,0,0,0,0,0,0,0,0
5472_01,Earth,0,PSO J318.5-22,37.0,0,0.0,0.0,559.0,11.0,0.0,1,1,0,F,S,Third,570.0,0,0,0,0,1,1,1,0,0,0,0
5474_01,Earth,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,F,P,Third,0.0,0,0,0,0,0,0,0,0,0,0,0
5475_01,Earth,0,TRAPPIST-1e,43.0,0,0.0,0.0,1.0,0.0,0.0,0,1,0,F,P,Third,1.0,0,0,0,0,1,0,0,0,0,0,0
5476_01,Earth,0,TRAPPIST-1e,49.0,0,1020.0,0.0,2.0,2.0,0.0,1,1,0,G,S,Second,1024.0,1,1,0,0,1,0,1,0,0,0,0
5477_01,Earth,0,TRAPPIST-1e,17.0,0,0.0,150.0,166.0,570.0,0.0,1,1,0,G,S,Second,886.0,0,0,1,0,1,1,1,1,0,0,0
5478_01,Mars,0,TRAPPIST-1e,29.0,0,518.0,0.0,10.0,1245.0,0.0,0,1,0,F,S,Third,1773.0,1,1,0,0,1,0,1,1,0,0,0
5479_01,Earth,1,55 Cancri e,36.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5480_01,Europa,0,TRAPPIST-1e,37.0,0,31.0,9307.0,0.0,904.0,11213.0,0,1,0,B,P,Front,21455.0,1,0,1,1,0,0,1,1,1,1,1
5483_01,Earth,0,PSO J318.5-22,17.0,0,2.0,0.0,0.0,0.0,681.0,0,1,0,F,P,Third,683.0,1,0,0,0,0,0,0,0,1,1,0
5484_01,Mars,1,55 Cancri e,45.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,F,S,Third,0.0,0,0,0,0,0,0,0,0,0,0,0
5485_01,Earth,0,TRAPPIST-1e,20.0,0,0.0,9.0,82.0,14.0,704.0,0,1,0,G,P,Second,809.0,0,0,1,0,1,1,1,0,1,1,0
5487_01,Mars,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,F,P,Third,0.0,0,0,0,0,0,0,0,0,0,0,0
5488_01,Europa,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,B,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5488_02,Europa,0,TRAPPIST-1e,15.0,0,0.0,22.0,6805.0,0.0,531.0,1,4,1,B,P,Front,7358.0,0,0,1,0,1,1,0,0,1,1,1
5488_03,Europa,0,TRAPPIST-1e,53.0,0,0.0,6634.0,0.0,5047.0,108.0,0,4,1,B,P,Front,11789.0,0,0,1,1,0,0,1,1,1,0,1
5488_04,Europa,1,TRAPPIST-1e,51.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,B,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5489_01,Earth,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,G,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5489_02,Earth,1,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1,G,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5490_01,Mars,0,TRAPPIST-1e,26.0,0,665.0,76.0,96.4,1478.0,0.0,0,1,0,F,P,Third,2315.4,1,1,1,0,1,1,1,1,0,0,0
5491_01,Earth,0,TRAPPIST-1e,20.0,0,0.0,0.0,499.0,285.0,103.0,0,1,0,G,S,Second,887.0,0,0,0,0,1,1,1,1,1,0,0
5492_01,Earth,0,TRAPPIST-1e,23.0,0,0.0,551.0,59.0,720.0,14.0,0,1,0,F,S,Third,1344.0,0,0,1,1,1,0,1,1,1,0,0
5494_01,Earth,0,TRAPPIST-1e,22.0,0,658.0,0.0,0.0,161.0,3.0,1,1,0,F,S,Third,822.0,1,1,0,0,0,0,1,1,1,0,0
5496_01,Earth,1,55 Cancri e,22.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5497_01,Europa,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,B,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5497_02,Europa,0,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,B,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5499_01,Earth,1,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5500_01,Mars,0,55 Cancri e,21.0,0,4027.0,0.0,47.0,83.0,0.0,0,1,0,D,P,Front,4157.0,1,1,0,0,1,0,1,0,0,0,1
5501_01,Earth,0,TRAPPIST-1e,35.0,0,702.0,104.0,5.0,76.0,0.0,1,1,0,G,S,Second,887.0,1,1,1,0,1,0,1,0,0,0,0
5504_01,Earth,0,TRAPPIST-1e,22.0,0,142.0,1307.0,0.0,0.0,0.0,0,1,0,F,P,Third,1449.0,1,1,1,1,0,0,0,0,0,0,0
5506_01,Europa,1,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,D,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5507_01,Mars,0,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,E,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5508_01,Earth,0,TRAPPIST-1e,50.0,0,0.0,358.0,0.0,620.0,4.0,0,1,0,E,P,Back,982.0,0,0,1,1,0,0,1,1,1,0,0
5509_01,Earth,0,TRAPPIST-1e,27.0,0,0.0,0.0,800.0,0.0,0.0,1,1,0,F,S,Third,800.0,0,0,0,0,1,1,0,0,0,0,0
5510_01,Earth,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5511_01,Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,G,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5511_02,Earth,0,PSO J318.5-22,25.0,0,39.0,167.4,169.0,20.0,1403.0,0,2,1,E,P,Front,1798.4,1,0,1,0,1,1,1,0,1,1,0
5512_01,Europa,0,55 Cancri e,31.0,0,0.0,225.0,0.0,301.0,4090.0,0,2,1,A,S,Front,4616.0,0,0,1,1,0,0,1,1,1,1,1
5512_02,Europa,0,55 Cancri e,29.4,0,0.0,8162.0,1044.0,699.0,46.0,1,2,1,B,S,Front,9951.0,0,0,1,1,1,1,1,1,1,0,1
5514_01,Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,G,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5514_02,Earth,1,PSO J318.5-22,2.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,G,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5514_03,Earth,0,TRAPPIST-1e,27.0,0,0.0,6.0,0.0,814.0,107.0,1,4,1,G,S,Second,927.0,0,0,1,0,0,0,1,1,1,0,0
5514_04,Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,G,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5515_01,Earth,0,TRAPPIST-1e,22.0,0,758.0,0.0,46.0,0.0,0.0,0,1,0,F,P,Third,804.0,1,1,0,0,1,0,0,0,0,0,0
5517_01,Mars,0,TRAPPIST-1e,34.2,0,0.0,0.0,0.0,0.0,0.0,0,1,0,E,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5520_01,Earth,0,TRAPPIST-1e,56.0,0,0.0,4.0,778.0,0.0,0.0,1,1,0,G,S,Second,782.0,0,0,1,0,1,1,0,0,0,0,0
5521_01,Earth,0,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,676.0,124.0,0,1,0,F,S,Third,800.0,0,0,0,0,0,0,1,1,1,1,0
5522_01,Earth,0,55 Cancri e,42.0,0,31.0,0.0,0.0,635.0,0.0,1,3,1,E,S,Front,666.0,1,0,0,0,0,0,1,1,0,0,0
5522_02,Earth,0,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,703.0,0.0,1,3,1,F,S,Third,703.0,0,0,0,0,0,0,1,1,0,0,0
5522_03,Earth,0,TRAPPIST-1e,27.0,0,508.0,585.0,9.0,14.8,0.0,1,3,1,F,S,Third,1116.8,1,1,1,1,1,0,1,0,0,0,0
5523_01,Earth,0,PSO J318.5-22,29.0,0,0.0,0.0,20.0,0.0,402.0,0,1,0,G,P,Second,422.0,0,0,0,0,1,0,0,0,1,1,0
5524_01,Earth,0,55 Cancri e,36.0,0,85.0,0.0,545.0,15.0,0.0,1,1,0,F,S,Third,645.0,1,0,0,0,1,1,1,0,0,0,0
5526_01,Earth,0,TRAPPIST-1e,23.0,0,0.0,0.0,4.0,145.0,0.0,0,2,1,F,S,Third,149.0,0,0,0,0,1,0,1,0,0,0,0
5526_02,Earth,1,TRAPPIST-1e,64.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,G,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5527_01,Earth,0,TRAPPIST-1e,19.0,0,1.0,1.0,287.0,0.0,1755.0,0,4,1,G,P,Second,2044.0,1,0,1,0,1,1,0,0,1,1,0
5527_02,Earth,1,55 Cancri e,1.0,0,0.0,0.0,0.0,0.0,0.0,0,4,1,G,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5527_03,Earth,1,TRAPPIST-1e,49.0,0,0.0,0.0,0.0,0.0,0.0,0,4,1,G,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5527_04,Earth,1,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,G,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5528_01,Earth,0,TRAPPIST-1e,18.0,0,0.0,288.0,35.0,0.0,435.0,0,1,0,F,P,Third,758.0,0,0,1,1,1,0,0,0,1,1,0
5529_01,Europa,0,55 Cancri e,39.0,0,5645.0,132.0,0.0,1.0,1814.0,0,1,0,C,P,Front,7592.0,1,1,1,0,0,0,1,0,1,1,1
5530_01,Mars,0,TRAPPIST-1e,37.0,0,10.0,20.0,868.0,115.0,0.0,0,2,1,E,P,Front,1013.0,1,0,1,0,1,1,1,0,0,0,0
5530_02,Mars,1,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,F,P,Third,0.0,0,0,0,0,0,0,0,0,0,0,0
5531_01,Mars,0,PSO J318.5-22,43.0,0,817.0,0.0,617.0,0.0,0.0,0,2,1,F,P,Third,1434.0,1,1,0,0,1,1,0,0,0,0,0
5531_02,Mars,1,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,F,P,Third,0.0,0,0,0,0,0,0,0,0,0,0,0
5535_01,Earth,0,TRAPPIST-1e,20.0,0,41.0,222.0,0.0,43.0,601.0,1,3,1,G,S,Second,907.0,1,0,1,1,0,0,1,0,1,1,0
5535_02,Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,1,G,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5535_03,Earth,0,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,1,3,1,G,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5536_01,Mars,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,F,S,Third,0.0,0,0,0,0,0,0,0,0,0,0,0
5537_01,Mars,0,TRAPPIST-1e,50.0,0,690.0,0.0,30.0,762.0,428.0,0,1,0,F,S,Third,1910.0,1,1,0,0,1,0,1,1,1,1,0
5538_01,Mars,1,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,F,P,Third,0.0,0,0,0,0,0,0,0,0,0,0,0
5538_02,Mars,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,F,P,Third,0.0,0,0,0,0,0,0,0,0,0,0,0
5539_01,Europa,0,TRAPPIST-1e,26.0,0,0.0,1583.0,0.0,232.0,8040.0,0,1,0,B,P,Front,9855.0,0,0,1,1,0,0,1,1,1,1,1
5540_01,Earth,0,TRAPPIST-1e,21.0,0,39.0,360.0,0.0,1125.6,0.0,1,1,0,E,S,Front,1524.6,1,0,1,1,0,0,1,1,0,0,0
5541_01,Mars,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,F,P,Third,0.0,0,0,0,0,0,0,0,0,0,0,0
5543_01,Europa,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,C,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5544_01,Mars,0,TRAPPIST-1e,27.8,1,1565.0,0.0,0.0,0.0,145.0,0,1,0,F,P,Third,1710.0,1,1,0,0,0,0,0,0,1,1,0
5545_01,Earth,0,PSO J318.5-22,34.0,0,0.0,0.0,693.0,3.0,77.0,1,3,1,G,S,Second,773.0,0,0,0,0,1,1,1,0,1,0,0
5545_02,Earth,1,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,1,3,1,G,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5545_03,Earth,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,1,G,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5546_01,Europa,0,55 Cancri e,28.0,0,550.0,5203.0,0.0,2244.0,1624.0,0,1,0,D,P,Front,9621.0,1,1,1,1,0,0,1,1,1,1,1
5550_01,Earth,0,TRAPPIST-1e,33.0,0,127.0,745.0,9.0,0.0,0.0,1,1,0,G,S,Second,881.0,1,0,1,1,1,0,0,0,0,0,0
5551_01,Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5552_01,Mars,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,0,3,1,F,P,Third,0.0,0,0,0,0,0,0,0,0,0,0,0
5552_02,Mars,1,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,1,3,1,F,P,Third,0.0,0,0,0,0,0,0,0,0,0,0,0
5552_03,Mars,0,TRAPPIST-1e,60.0,0,51.0,10.0,754.0,1412.0,137.0,0,3,1,F,P,Third,2364.0,1,0,1,0,1,1,1,1,1,1,0
5555_01,Earth,0,TRAPPIST-1e,43.0,0,1.0,0.0,213.0,7.0,701.0,1,1,0,G,S,Second,922.0,1,0,0,0,1,1,1,0,1,1,0
5556_01,Earth,0,TRAPPIST-1e,27.0,0,0.0,1.0,667.0,897.0,43.0,0,1,0,E,S,Front,1608.0,0,0,1,0,1,1,1,1,1,0,0
5557_01,Earth,1,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5559_01,Earth,1,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5560_01,Mars,0,TRAPPIST-1e,57.0,0,1696.0,0.0,1006.0,0.0,27.0,0,1,0,D,S,Front,2729.0,1,1,0,0,1,1,0,0,1,0,0
5561_01,Europa,1,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,A,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5561_02,Europa,0,TRAPPIST-1e,28.0,0,0.0,175.0,0.0,214.0,7461.0,0,4,1,A,P,Front,7850.0,0,0,1,0,0,0,1,1,1,1,1
5561_03,Europa,0,TRAPPIST-1e,42.0,0,0.0,890.0,2929.0,352.0,4898.0,0,4,1,A,P,Front,9069.0,0,0,1,1,1,1,1,1,1,1,1
5561_04,Europa,0,TRAPPIST-1e,43.0,0,7.0,494.0,2473.0,443.0,71.0,0,4,1,A,P,Front,3488.0,1,0,1,1,1,1,1,1,1,0,0
5563_01,Europa,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,C,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5566_01,Europa,0,55 Cancri e,72.0,0,2445.0,3023.0,0.0,704.0,20.0,0,1,0,E,P,Front,6192.0,1,1,1,1,0,0,1,1,1,0,1
5568_01,Europa,0,TRAPPIST-1e,49.0,0,0.0,3991.0,298.0,289.0,2740.0,0,2,1,B,P,Front,7318.0,0,0,1,1,1,1,1,1,1,1,1
5568_02,Europa,1,55 Cancri e,29.0,1,0.0,0.0,0.0,0.0,0.0,1,2,1,B,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5569_01,Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,G,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5571_01,Earth,0,55 Cancri e,26.0,0,0.0,406.0,0.0,0.0,503.0,1,1,0,G,S,Second,909.0,0,0,1,1,0,0,0,0,1,1,0
5572_01,Mars,1,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,F,P,Third,0.0,0,0,0,0,0,0,0,0,0,0,0
5573_01,Earth,0,55 Cancri e,18.0,0,749.0,0.0,74.0,0.0,0.0,0,1,0,F,P,Third,823.0,1,1,0,0,1,0,0,0,0,0,0
5574_01,Earth,0,55 Cancri e,14.0,0,714.0,237.0,0.0,587.0,1.0,0,1,0,F,P,Third,1539.0,1,1,1,1,0,0,1,1,1,0,0
5575_01,Mars,0,TRAPPIST-1e,44.0,0,583.0,0.0,222.0,0.0,1560.0,0,2,1,F,P,Third,2365.0,1,1,0,0,1,1,0,0,1,1,0
5575_02,Mars,1,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,F,P,Third,0.0,0,0,0,0,0,0,0,0,0,0,0
5578_01,Earth,1,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5580_01,Earth,1,PSO J318.5-22,36.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5581_01,Europa,1,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,B,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
5582_01,Earth,0,TRAPPIST-1e,35.0,0,753.0,335.0,1.0,348.0,0.0,0,1,0,G,P,Second,1437.0,1,1,1,1,1,0,1,1,0,0,0
5583_01,Europa,0,TRAPPIST-1e,52.0,0,5.0,3514.0,31.0,601.0,13.0,1,1,0,D,S,Front,4164.0,1,0,1,1,1,0,1,1,1,0,1
5585_01,Earth,0,PSO J318.5-22,22.0,0,688.0,5.0,80.0,0.0,0.0,0,2,1,G,P,Second,773.0,1,1,1,0,1,1,0,0,0,0,0
5585_02,Earth,0,TRAPPIST-1e,34.0,0,245.0,0.0,542.0,0.0,19.0,1,2,1,F,P,Third,806.0,1,1,0,0,1,1,0,0,1,0,0
5586_01,Earth,0,PSO J318.5-22,37.0,0,0.0,0.0,6.0,746.0,1.0,0,1,0,G,P,Second,753.0,0,0,0,0,1,0,1,1,1,0,0
5587_01,Earth,0,55 Cancri e,22.0,0,654.0,2.0,83.0,0.0,0.0,0,1,0,F,P,Third,739.0,1,1,1,0,1,1,0,0,0,0,0
5589_01,Earth,0,TRAPPIST-1e,26.0,0,0.0,786.0,0.0,11.0,83.0,1,1,0,F,P,Third,880.0,0,0,1,1,0,0,1,0,1,0,0
5591_01,Earth,0,55 Cancri e,14.0,0,590.0,9.0,0.0,0.0,192.0,0,1,0,E,S,Front,791.0,1,1,1,0,0,0,0,0,1,1,0
5592_01,Mars,1,55 Cancri e,53.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,F,P,Third,0.0,0,0,0,0,0,0,0,0,0,0,0
5594_01,Earth,0,TRAPPIST-1e,17.0,0,0.0,823.0,0.0,1168.0,14.0,0,1,0,F,P,Third,2005.0,0,0,1,1,0,0,1,1,1,0,0
5595_01,Earth,0,TRAPPIST-1e,30.0,0,0.0,1.0,0.0,870.0,0.0,0,1,0,F,S,Third,871.0,0,0,1,0,0,0,1,1,0,0,0
5596_01,Europa,0,TRAPPIST-1e,65.0,0,0.0,722.0,302.0,103.0,2659.0,0,1,0,D,P,Front,3786.0,0,0,1,1,1,1,1,0,1,1,1
5598_01,Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,500.0,2.0,208.0,1,1,0,G,S,Second,710.0,0,0,0,0,1,1,1,0,1,1,0
5599_01,Europa,0,55 Cancri e,36.0,0,380.0,686.0,0.0,295.0,1247.0,0,1,0,E,S,Front,2608.0,1,1,1,1,0,0,1,1,1,1,0
5601_01,Earth,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1,G,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5601_02,Earth,0,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1,G,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5601_03,Earth,0,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1,F,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
5601_04,Earth,0,TRAPPIST-1e,21.0,0,958.0,1668.0,82.0,0.0,78.0,1,5,1,F,S,Third,2786.0,1,1,1,1,1,1,0,0,1,0,0
